requested_at,confirmed_at,finished_at,predicted_duration
2020-10-28 15:05:21.544000,2020-10-28 15:06:51.843000,2020-10-28 15:14:43.406000,340
2020-10-28 16:02:22.219000,2020-10-28 16:03:16.583000,2020-10-28 16:19:51.722000,588
2020-10-28 17:27:58.145000,2020-10-28 17:29:28.054000,2020-10-28 17:39:26.875000,564
2020-10-28 18:25:11.863000,2020-10-28 18:28:04.486000,2020-10-28 18:47:20.968000,879
2020-10-29 15:08:24.123000,2020-10-29 15:08:46.505000,2020-10-29 15:19:43.208000,469
2020-10-29 15:50:07.384000,2020-10-29 15:59:07.966000,2020-10-29 16:13:33.091000,577
2020-10-29 17:39:27.874000,2020-10-29 18:05:12.001000,2020-10-29 18:18:33.907000,595
2020-10-29 18:25:56.759000,2020-10-29 18:44:06.055000,2020-10-29 18:54:07.447000,370
2020-10-30 15:07:10.463000,2020-10-30 15:13:49.499000,2020-10-30 15:24:24.342000,430
2020-10-30 15:43:36.788000,2020-10-30 15:44:20.932000,2020-10-30 15:55:59.713000,650
2020-10-30 15:54:59.977000,2020-10-30 16:04:58.771000,2020-10-30 16:13:15.610000,252
2020-10-30 16:11:47.969000,2020-10-30 16:18:23.300000,2020-10-30 16:34:06.852000,873
2020-10-30 16:57:49.538000,2020-10-30 17:25:44.216000,2020-10-30 17:33:34.595000,358
2020-10-31 14:42:29.922000,2020-10-31 15:04:57.466000,2020-10-31 15:17:32.804000,593
2020-10-31 15:49:59.803000,2020-10-31 15:53:16.987000,2020-10-31 16:02:44.662000,483
2020-10-31 15:50:23.961000,2020-10-31 15:53:24.106000,2020-10-31 16:02:57.435000,483
2020-10-31 16:21:20.250000,2020-10-31 16:25:53.916000,2020-10-31 16:28:00.940000,106
2020-10-31 16:31:29.173000,2020-10-31 16:51:02.969000,2020-10-31 17:00:37.045000,361
2020-10-31 17:06:10.665000,2020-10-31 17:07:47.818000,2020-10-31 17:23:14.194000,985
2020-10-31 18:12:42.337000,2020-10-31 18:21:50.161000,2020-10-31 18:29:38.879000,303
2020-10-31 18:43:31.984000,2020-10-31 18:48:08.050000,2020-10-31 18:56:36.923000,324
2020-10-31 22:20:19.334000,2020-10-31 22:20:31.578000,2020-10-31 22:34:00.541000,733
2020-11-02 16:54:42.026000,2020-11-02 17:05:31.141000,2020-11-02 17:17:08.190000,656
2020-11-02 17:28:31.393000,2020-11-02 17:36:35.449000,2020-11-02 17:45:36.794000,298
2020-11-02 17:55:09.298000,2020-11-02 17:56:38.226000,2020-11-02 18:05:51.051000,321
2020-11-02 18:04:28.237000,2020-11-02 18:14:04.515000,2020-11-02 18:28:14.271000,790
2020-11-02 18:56:24.917000,2020-11-02 19:04:34.199000,2020-11-02 19:17:55.442000,731
2020-11-02 21:25:18.575000,2020-11-02 21:39:57.573000,2020-11-02 21:49:42.602000,383
2020-11-03 16:09:26.390000,2020-11-03 16:11:29.299000,2020-11-03 16:20:57.750000,513
2020-11-03 16:16:27.599000,2020-11-03 16:21:58.758000,2020-11-03 16:26:53.105000,172
2020-11-03 17:29:47.793000,2020-11-03 17:41:40.020000,2020-11-03 17:49:07.830000,287
2020-11-03 17:43:47.124000,2020-11-03 17:55:25.970000,2020-11-03 18:11:23.862000,853
2020-11-03 18:08:35.880000,2020-11-03 18:28:00.743000,2020-11-03 18:52:11.038000,895
2020-11-03 20:08:44.767000,2020-11-03 20:09:38.801000,2020-11-03 20:18:45.453000,347
2020-11-04 16:07:00.112000,2020-11-04 16:07:36.171000,2020-11-04 16:13:38.158000,188
2020-11-04 16:16:42.725000,2020-11-04 16:18:18.171000,2020-11-04 16:20:55.531000,104
2020-11-04 16:23:37.704000,2020-11-04 16:25:38.690000,2020-11-04 16:35:55.250000,575
2020-11-04 17:00:40.548000,2020-11-04 17:09:00.223000,2020-11-04 17:37:00.100000,804
2020-11-04 18:20:34.658000,2020-11-04 18:42:19.850000,2020-11-04 18:53:09.918000,566
2020-11-04 18:30:16.104000,2020-11-04 19:05:19.047000,2020-11-04 19:14:10.157000,375
2020-11-04 19:44:17.219000,2020-11-04 19:54:45.780000,2020-11-04 20:08:57.164000,733
2020-11-04 19:58:56.608000,2020-11-04 20:28:03.922000,2020-11-04 20:37:57.861000,211
2020-11-04 22:56:00.560000,2020-11-04 22:56:16.555000,2020-11-04 23:06:58.009000,376
2020-11-05 15:57:09.526000,2020-11-05 16:02:59.209000,2020-11-05 16:17:18.071000,659
2020-11-05 16:36:05.517000,2020-11-05 16:36:51.983000,2020-11-05 16:48:18.644000,513
2020-11-05 18:00:44.608000,2020-11-05 18:00:56.196000,2020-11-05 18:11:59.924000,453
2020-11-05 18:07:09.723000,2020-11-05 18:20:23.099000,2020-11-05 18:30:19.800000,601
2020-11-05 18:47:41.181000,2020-11-05 18:54:56.650000,2020-11-05 19:17:52.154000,655
2020-11-05 21:57:41.152000,2020-11-05 22:20:06.614000,2020-11-05 22:25:10.079000,245
2020-11-05 22:30:10.910000,2020-11-05 22:40:24.391000,2020-11-05 22:49:26.008000,186
2020-11-06 16:17:39.107000,2020-11-06 16:18:36.669000,2020-11-06 16:32:47.191000,425
2020-11-06 16:28:13.410000,2020-11-06 16:44:20.484000,2020-11-06 16:52:33.388000,384
2020-11-06 16:54:41.573000,2020-11-06 16:59:41.689000,2020-11-06 17:11:01.512000,486
2020-11-06 17:06:00.271000,2020-11-06 17:19:49.681000,2020-11-06 17:38:12.056000,777
2020-11-06 17:34:41.827000,2020-11-06 17:55:38.457000,2020-11-06 18:04:01.793000,298
2020-11-06 18:00:58.840000,2020-11-06 18:09:13.528000,2020-11-06 18:30:29.415000,868
2020-11-06 18:46:10.716000,2020-11-06 18:47:18.864000,2020-11-06 19:01:38.027000,766
2020-11-06 21:14:24.564000,2020-11-06 21:33:52.698000,2020-11-06 21:46:26.230000,358
2020-11-07 16:01:56.484000,2020-11-07 16:15:59.296000,2020-11-07 16:23:09.722000,321
2020-11-10 17:54:21.681000,2020-11-10 18:02:05.385000,2020-11-10 18:09:20.269000,267
2020-11-12 17:00:57.131000,2020-11-12 17:18:52.560000,2020-11-12 17:33:11.421000,791
2020-11-12 18:10:34.441000,2020-11-12 18:29:56.388000,2020-11-12 18:34:59.419000,311
2020-11-12 19:05:31.515000,2020-11-12 19:06:36.800000,2020-11-12 19:21:59.178000,940
2020-11-12 19:43:11.621000,2020-11-12 19:43:29.120000,2020-11-12 19:57:24.892000,570
2020-11-12 19:44:46.503000,2020-11-12 20:05:58.952000,2020-11-12 20:19:28.516000,751
2020-11-13 16:19:54.943000,2020-11-13 16:34:44.115000,2020-11-13 16:50:10.337000,765
2020-11-13 16:53:58.257000,2020-11-13 17:00:35.170000,2020-11-13 17:11:23.915000,752
2020-11-13 17:04:43.251000,2020-11-13 17:17:56.921000,2020-11-13 17:37:05.563000,725
2020-11-13 17:22:29.295000,2020-11-13 17:57:23.147000,2020-11-13 18:08:17.358000,445
2020-11-13 17:50:20.358000,2020-11-13 18:17:29.583000,2020-11-13 18:22:27.189000,142
2020-11-13 17:58:57.141000,2020-11-13 18:24:19.268000,2020-11-13 18:37:27.287000,613
2020-11-13 19:10:56.168000,2020-11-13 19:25:03.450000,2020-11-13 19:36:10.905000,449
2020-11-13 19:11:09.238000,2020-11-13 19:15:57.301000,2020-11-13 19:22:50.755000,149
2020-11-13 21:06:51.413000,2020-11-13 22:08:57.999000,2020-11-13 22:21:29.148000,731
2020-11-13 22:24:12.477000,2020-11-13 22:58:49.803000,2020-11-13 23:05:49.782000,250
2020-11-13 23:01:40.325000,2020-11-13 23:09:59.961000,2020-11-13 23:24:14.632000,660
2020-11-14 16:07:17.369000,2020-11-14 16:11:05.774000,2020-11-14 16:22:38.546000,519
2020-11-14 16:27:35.618000,2020-11-14 16:29:33.225000,2020-11-14 16:36:41.396000,251
2020-11-14 17:23:15.100000,2020-11-14 17:24:41.040000,2020-11-14 17:35:24.371000,517
2020-11-14 18:00:09.010000,2020-11-14 18:00:52.576000,2020-11-14 18:07:37.159000,346
2020-11-14 20:58:05.113000,2020-11-14 21:00:44.686000,2020-11-14 21:08:00.950000,337
2020-11-14 21:11:46.293000,2020-11-14 21:14:08.818000,2020-11-14 21:26:09.986000,647
2020-11-16 20:18:37.561000,2020-11-16 20:19:42.646000,2020-11-16 20:28:40.721000,287
2020-11-17 15:47:23.362000,2020-11-17 16:10:48.929000,2020-11-17 16:17:12.132000,299
2020-11-17 21:22:16.224000,2020-11-17 21:49:41.879000,2020-11-17 22:09:03.067000,887
2020-11-17 21:31:08.791000,2020-11-17 21:51:47.654000,2020-11-17 22:08:59.013000,870
2020-11-18 16:01:25.792000,2020-11-18 16:03:34.096000,2020-11-18 16:17:58.452000,736
2020-11-18 17:03:22.913000,2020-11-18 17:06:08.288000,2020-11-18 17:14:05.048000,261
2020-11-18 17:24:23.576000,2020-11-18 17:25:47.185000,2020-11-18 17:34:24.823000,273
2020-11-18 18:34:12.852000,2020-11-18 18:41:12.087000,2020-11-18 18:45:02.068000,107
2020-11-18 19:27:34.970000,2020-11-18 19:44:45.684000,2020-11-18 19:50:47.943000,266
2020-11-18 21:16:48.514000,2020-11-18 21:50:11.255000,2020-11-18 21:50:21.186000,343
2020-11-18 22:13:40.785000,2020-11-18 22:14:58.395000,2020-11-18 22:26:33.816000,480
2020-11-19 16:17:15.383000,2020-11-19 16:18:57.621000,2020-11-19 16:28:40.116000,369
2020-11-19 16:20:29.852000,2020-11-19 16:33:19.973000,2020-11-19 16:48:35.555000,814
2020-11-19 18:33:51.373000,2020-11-19 18:55:01.238000,2020-11-19 19:08:53.066000,459
2020-11-19 19:45:30.231000,2020-11-19 19:46:26.826000,2020-11-19 20:04:13.391000,867
2020-11-19 21:51:15.590000,2020-11-19 21:52:13.835000,2020-11-19 22:12:17.166000,661
2020-11-20 15:20:21.800000,2020-11-20 15:54:07.053000,2020-11-20 15:58:15.481000,231
2020-11-20 16:38:29.164000,2020-11-20 16:53:51.378000,2020-11-20 17:05:02.631000,471
2020-11-20 16:46:09.719000,2020-11-20 17:12:16.492000,2020-11-20 17:19:43.935000,391
2020-11-20 17:59:47.182000,2020-11-20 18:02:00.776000,2020-11-20 18:15:49.937000,966
2020-11-20 18:58:30.355000,2020-11-20 18:59:41.500000,2020-11-20 19:17:01.790000,523
2020-11-20 19:03:32.208000,2020-11-20 19:26:12.265000,2020-11-20 19:43:24.610000,545
2020-11-20 20:10:11.448000,2020-11-20 20:28:09.175000,2020-11-20 20:38:01.104000,369
2020-11-20 21:15:14.649000,2020-11-20 21:55:14.897000,2020-11-20 21:56:32.476000,309
2020-11-20 21:36:53.787000,2020-11-20 21:56:48.200000,2020-11-20 22:15:45.230000,971
2020-11-21 16:16:10.635000,2020-11-21 16:16:52.098000,2020-11-21 16:33:04.675000,478
2020-11-21 18:00:24.164000,2020-11-21 18:09:36.829000,2020-11-21 18:17:45.801000,388
2020-11-21 20:09:50.951000,2020-11-21 20:24:44.337000,2020-11-21 20:35:01.107000,329
2020-11-24 16:20:31.460000,2020-11-24 16:23:36.327000,2020-11-24 16:31:44.695000,450
2020-11-24 18:32:34.292000,2020-11-24 18:33:51.345000,2020-11-24 18:46:10.344000,648
2020-11-24 18:55:17.407000,2020-11-24 18:56:55.893000,2020-11-24 19:03:53.609000,270
2020-11-24 19:09:43.608000,2020-11-24 19:10:35.838000,2020-11-24 19:24:17.430000,543
2020-11-24 20:02:09.465000,2020-11-24 20:12:29.066000,2020-11-24 20:22:34.290000,474
2020-11-24 22:45:25.929000,2020-11-24 22:46:12.361000,2020-11-24 23:16:40.505000,608
2020-11-25 17:32:31.742000,2020-11-25 17:40:33.973000,2020-11-25 17:57:37.383000,734
2020-11-25 17:34:51.662000,2020-11-25 18:10:16.189000,2020-11-25 18:30:34.725000,819
2020-11-25 17:35:58.294000,2020-11-25 18:10:28.760000,2020-11-25 18:30:39.687000,461
2020-11-25 18:26:47.849000,2020-11-25 18:43:02.074000,2020-11-25 18:53:12.984000,422
2020-11-27 15:55:05.024000,2020-11-27 16:00:15.202000,2020-11-27 16:14:52.994000,722
2020-11-27 17:39:06.587000,2020-11-27 17:50:13.968000,2020-11-27 18:03:33.424000,819
2020-11-27 17:50:45.902000,2020-11-27 18:15:59.532000,2020-11-27 18:31:07.158000,797
2020-11-27 19:46:46.386000,2020-11-27 19:56:32.378000,2020-11-27 20:14:23.332000,653
2020-11-27 21:00:39.970000,2020-11-27 21:43:09.788000,2020-11-27 21:46:04.219000,392
2020-11-27 21:56:16.335000,2020-11-27 21:57:35.911000,2020-11-27 22:13:25.921000,846
2020-11-28 17:46:06.605000,2020-11-28 17:46:35.050000,2020-11-28 18:10:04.790000,1051
2020-11-30 15:50:11.665000,2020-11-30 16:23:05.236000,2020-11-30 16:34:17.692000,537
2020-11-30 19:36:36.400000,2020-11-30 19:42:36.866000,2020-11-30 19:55:43.822000,720
2020-11-30 19:47:38.922000,2020-11-30 20:07:35.057000,2020-11-30 20:17:14.443000,430
2020-11-30 21:03:16.904000,2020-11-30 21:31:12.547000,2020-11-30 21:43:33.859000,812
2020-12-01 16:52:48.006000,2020-12-01 16:53:07.939000,2020-12-01 17:07:08.697000,507
2020-12-01 19:03:58.566000,2020-12-01 19:06:02.164000,2020-12-01 19:20:04.915000,571
2020-12-02 17:33:38.244000,2020-12-02 17:44:41.384000,2020-12-02 17:57:23.106000,673
2020-12-02 18:18:46.856000,2020-12-02 18:22:24.417000,2020-12-02 18:40:38.161000,1019
2020-12-03 16:27:37.884000,2020-12-03 16:28:48.976000,2020-12-03 16:40:06.558000,369
2020-12-03 17:07:19.982000,2020-12-03 17:12:29.250000,2020-12-03 17:21:37.930000,367
2020-12-03 20:25:36.859000,2020-12-03 20:28:02.560000,2020-12-03 20:42:43.188000,898
2020-12-04 16:44:41.925000,2020-12-04 16:45:06.703000,2020-12-04 16:52:08.860000,337
2020-12-05 17:47:16.722000,2020-12-05 18:16:56.158000,2020-12-05 18:22:29.621000,284
2020-12-05 18:16:13.974000,2020-12-05 18:27:38.941000,2020-12-05 18:43:35.371000,828
2020-12-05 20:02:39.323000,2020-12-05 20:03:21.728000,2020-12-05 20:16:04.800000,398
2020-12-05 20:34:49.122000,2020-12-05 20:36:54.318000,2020-12-05 20:54:09.693000,629
2020-12-08 16:58:30.077000,2020-12-08 17:03:24.992000,2020-12-08 17:09:47.612000,354
2020-12-08 18:45:03.881000,2020-12-08 18:46:03.768000,2020-12-08 19:00:55.533000,333
2020-12-08 19:08:26.600000,2020-12-08 19:31:21.834000,2020-12-08 19:44:18.654000,653
2020-12-08 19:37:10.814000,2020-12-08 19:55:04.877000,2020-12-08 20:12:04.566000,571
2020-12-08 20:13:53.741000,2020-12-08 20:16:16.846000,2020-12-08 20:25:11.324000,333
2020-12-09 16:02:36.886000,2020-12-09 16:03:43.979000,2020-12-09 16:19:10.729000,706
2020-12-09 17:15:33.089000,2020-12-09 17:17:41.277000,2020-12-09 17:31:53.668000,575
2020-12-09 19:00:38.431000,2020-12-09 19:03:50.002000,2020-12-09 19:19:18.177000,770
2020-12-09 19:06:04.394000,2020-12-09 19:31:11.731000,2020-12-09 19:56:47.170000,913
2020-12-09 19:51:32.807000,2020-12-09 20:08:14.368000,2020-12-09 20:11:37.620000,486
2020-12-10 15:40:06.855000,2020-12-10 15:59:21.079000,2020-12-10 16:12:27.622000,544
2020-12-10 16:24:23.539000,2020-12-10 16:31:01.513000,2020-12-10 16:48:15.393000,779
2020-12-10 18:30:56.031000,2020-12-10 18:31:43.307000,2020-12-10 18:42:53.550000,398
2020-12-10 19:09:26.286000,2020-12-10 19:17:03.256000,2020-12-10 19:34:10.650000,3517
2020-12-11 15:13:32.501000,2020-12-11 15:24:36.290000,2020-12-11 15:37:15.348000,605
2020-12-11 15:28:36.690000,2020-12-11 15:46:48.294000,2020-12-11 15:56:27.276000,448
2020-12-11 16:19:40.402000,2020-12-11 16:24:25.132000,2020-12-11 16:38:42.210000,736
2020-12-11 18:41:30.403000,2020-12-11 18:41:53.881000,2020-12-11 19:01:13.576000,930
2020-12-11 19:18:32.338000,2020-12-11 19:21:20.918000,2020-12-11 19:26:31.614000,254
2020-12-12 15:18:39.567000,2020-12-12 15:52:26.525000,2020-12-12 16:03:02.217000,477
2020-12-12 16:36:50.480000,2020-12-12 16:37:23.078000,2020-12-12 16:44:53.927000,231
2020-12-12 18:12:34.960000,2020-12-12 18:32:02.229000,2020-12-12 18:39:37.653000,474
2020-12-12 19:14:39.483000,2020-12-12 19:19:30.937000,2020-12-12 19:29:22.633000,389
2020-12-12 19:16:22.740000,2020-12-12 19:38:36.664000,2020-12-12 19:54:42.300000,455
2020-12-12 19:28:20.266000,2020-12-12 20:01:48.447000,2020-12-12 20:14:21.560000,448
2020-12-14 15:10:03.813000,2020-12-14 15:10:38.321000,2020-12-14 15:20:29.708000,375
2020-12-14 15:21:56.834000,2020-12-14 15:27:00.109000,2020-12-14 15:36:37.910000,509
2020-12-14 16:34:30.290000,2020-12-14 16:37:38.104000,2020-12-14 16:44:57.574000,300
2020-12-14 16:59:54.068000,2020-12-14 17:34:22.318000,2020-12-14 17:34:42.303000,556
2020-12-14 19:36:50.473000,2020-12-14 19:58:57.966000,2020-12-14 20:16:15.291000,892
2020-12-14 21:59:50.167000,2020-12-14 22:05:48.860000,2020-12-14 22:17:08.328000,482
2020-12-15 15:19:02.128000,2020-12-15 15:52:06.233000,2020-12-15 16:07:51.694000,625
2020-12-15 16:05:44.955000,2020-12-15 16:19:48.594000,2020-12-15 16:33:06.976000,622
2020-12-15 18:31:05.340000,2020-12-15 18:35:23.664000,2020-12-15 18:43:57.290000,296
2020-12-15 19:39:24.552000,2020-12-15 19:58:28.185000,2020-12-15 20:08:34.088000,399
2020-12-15 21:28:37.158000,2020-12-15 21:53:59.554000,2020-12-15 22:09:15.316000,953
2020-12-15 22:24:32.630000,2020-12-15 22:58:21.906000,2020-12-15 23:21:30.745000,1421
2020-12-16 16:20:47.016000,2020-12-16 16:36:19.212000,2020-12-16 16:51:58.991000,729
2020-12-16 17:16:33.708000,2020-12-16 17:17:20.844000,2020-12-16 17:29:23.697000,566
2020-12-16 20:00:19.246000,2020-12-16 20:15:40.150000,2020-12-16 20:26:55.384000,398
2020-12-17 16:29:53.903000,2020-12-17 16:30:43.794000,2020-12-17 16:51:52.913000,903
2020-12-17 17:33:21.494000,2020-12-17 17:37:40.430000,2020-12-17 17:51:27.437000,610
2020-12-17 18:15:28.030000,2020-12-17 18:34:49.470000,2020-12-17 18:41:50.980000,297
2020-12-17 19:08:59.757000,2020-12-17 19:26:07.503000,2020-12-17 19:35:27.648000,341
2020-12-18 18:09:41.418000,2020-12-18 18:35:50.506000,2020-12-18 18:53:01.934000,777
2020-12-18 18:20:59.197000,2020-12-18 19:07:05.091000,2020-12-18 19:16:50.133000,465
2020-12-18 19:09:29.467000,2020-12-18 19:44:32.432000,2020-12-18 19:54:52.340000,715
2020-12-19 15:45:59.393000,2020-12-19 15:54:12.894000,2020-12-19 16:05:06.170000,489
2020-12-19 18:58:56.029000,2020-12-19 19:03:25.177000,2020-12-19 19:16:16.309000,564
2020-12-19 19:52:04.527000,2020-12-19 20:24:48.777000,2020-12-19 20:40:47.069000,796
2020-12-22 16:51:28.543000,2020-12-22 16:57:58.954000,2020-12-22 17:11:26.182000,740
2020-12-22 17:19:09.837000,2020-12-22 17:31:15.016000,2020-12-22 17:39:23.796000,442
2020-12-22 17:20:36.652000,2020-12-22 17:45:09.581000,2020-12-22 17:59:13.286000,484
2020-12-22 18:36:09.095000,2020-12-22 18:40:12.199000,2020-12-22 18:50:54.331000,769
2020-12-23 16:56:45.172000,2020-12-23 17:06:45.505000,2020-12-23 17:18:21.385000,727
2020-12-23 17:35:56.905000,2020-12-23 17:45:45.487000,2020-12-23 17:52:56.286000,304
2020-12-23 17:47:20.974000,2020-12-23 17:57:32.173000,2020-12-23 18:09:01.889000,402
2020-12-23 18:52:31.132000,2020-12-23 18:54:04.756000,2020-12-23 19:12:22.934000,526
2020-12-23 19:59:14.222000,2020-12-23 20:04:22.479000,2020-12-23 20:22:49.642000,849
2020-12-24 16:12:41.678000,2020-12-24 16:13:35.409000,2020-12-24 16:27:48.168000,305
2020-12-24 16:22:48.964000,2020-12-24 16:30:48.118000,2020-12-24 16:31:44.008000,620
2020-12-24 16:43:26.103000,2020-12-24 16:46:33.259000,2020-12-24 16:58:22.829000,547
2020-12-24 17:07:04.118000,2020-12-24 17:29:54.228000,2020-12-24 17:45:19.008000,716
2020-12-24 17:38:26.966000,2020-12-24 17:58:21.902000,2020-12-24 18:08:47.782000,477
2020-12-24 17:57:51.704000,2020-12-24 18:19:20.861000,2020-12-24 18:31:03.000000,705
2020-12-28 17:25:46.654000,2020-12-28 17:28:13.033000,2020-12-28 17:47:41.970000,597
2020-12-28 18:36:56.898000,2020-12-28 18:37:48.109000,2020-12-28 18:48:28.032000,486
2020-12-28 19:21:03.743000,2020-12-28 19:25:28.696000,2020-12-28 19:34:35.681000,323
2020-12-28 20:22:59.152000,2020-12-28 20:33:33.871000,2020-12-28 20:48:24.279000,753
2020-12-28 21:14:06.440000,2020-12-28 21:15:54.333000,2020-12-28 21:23:34.521000,265
2020-12-29 16:40:02.010000,2020-12-29 16:41:18.636000,2020-12-29 16:58:02.650000,576
2020-12-29 17:33:47.657000,2020-12-29 17:34:49.252000,2020-12-29 17:39:58.570000,192
2020-12-29 19:45:27.583000,2020-12-29 19:45:46.133000,2020-12-29 19:52:46.930000,303
2020-12-29 19:57:04.976000,2020-12-29 20:03:17.348000,2020-12-29 20:21:33.137000,850
2020-12-29 22:07:15.768000,2020-12-29 22:08:20.213000,2020-12-29 22:22:29.938000,599
2020-12-29 23:21:16.930000,2020-12-29 23:21:56.860000,2020-12-29 23:32:16.682000,407
2020-12-30 17:04:51.033000,2020-12-30 17:07:02.864000,2020-12-30 17:16:37.957000,343
2020-12-30 17:07:00.979000,2020-12-30 17:24:55.404000,2020-12-30 17:37:09.377000,351
2020-12-30 20:06:07.282000,2020-12-30 20:06:15.257000,2020-12-30 20:18:29.488000,435
2020-12-30 21:37:03.298000,2020-12-30 21:44:31.169000,2020-12-30 21:58:10.283000,761
2020-12-30 21:56:02.256000,2020-12-30 22:36:01.450000,2020-12-30 22:57:21.224000,500
2020-12-31 18:19:59.756000,2020-12-31 18:28:59.408000,2020-12-31 18:40:48.543000,544
2020-12-31 19:18:19.916000,2020-12-31 19:36:57.898000,2020-12-31 19:53:06.789000,648
2021-01-02 19:55:43.193000,2021-01-02 19:56:08.005000,2021-01-02 20:01:41.146000,220
2021-01-05 16:34:14.720000,2021-01-05 16:51:00.971000,2021-01-05 17:05:30.404000,647
2021-01-05 18:39:32.364000,2021-01-05 18:40:54.637000,2021-01-05 18:50:41.277000,649
2021-01-06 16:40:15.935000,2021-01-06 16:43:32.800000,2021-01-06 16:53:46.481000,406
2021-01-06 16:56:05.113000,2021-01-06 17:01:37.471000,2021-01-06 17:07:09.204000,167
2021-01-07 16:23:16.045000,2021-01-07 16:31:18.490000,2021-01-07 16:42:12.874000,300
2021-01-07 16:38:41.563000,2021-01-07 16:52:13.021000,2021-01-07 16:58:26.999000,214
2021-01-07 17:26:39.687000,2021-01-07 17:32:17.547000,2021-01-07 17:49:52.617000,943
2021-01-07 17:40:04.978000,2021-01-07 18:02:08.751000,2021-01-07 18:13:47.549000,372
2021-01-07 18:18:17.779000,2021-01-07 18:24:36.363000,2021-01-07 18:31:43.410000,359
2021-01-07 18:34:24.688000,2021-01-07 18:37:29.546000,2021-01-07 18:47:24.902000,355
2021-01-07 19:24:30.281000,2021-01-07 19:45:37.908000,2021-01-07 20:08:40.404000,972
2021-01-07 22:24:05.231000,2021-01-07 22:29:22.971000,2021-01-07 22:40:41.556000,512
2021-01-08 18:39:09.588000,2021-01-08 18:56:35.041000,2021-01-08 19:05:38.284000,370
2021-01-08 20:20:46.634000,2021-01-08 20:21:19.518000,2021-01-08 20:28:43.006000,343
2021-01-08 21:06:45.073000,2021-01-08 21:35:35.865000,2021-01-08 21:48:29.616000,461
2021-01-09 15:47:08.805000,2021-01-09 15:53:56.491000,2021-01-09 16:04:06.932000,405
2021-01-09 15:59:04.174000,2021-01-09 16:13:37.360000,2021-01-09 16:21:30.207000,430
2021-01-09 17:12:13.885000,2021-01-09 17:13:38.981000,2021-01-09 17:23:37.983000,496
2021-01-09 17:26:53.405000,2021-01-09 18:44:06.667000,2021-01-09 18:44:12.869000,306
2021-01-09 18:15:01.750000,2021-01-09 18:35:11.481000,2021-01-09 18:43:51.109000,306
2021-01-12 19:16:46.519000,2021-01-12 20:13:00.833000,2021-01-12 20:13:06.003000,625
2021-01-12 20:01:45.345000,2021-01-12 20:08:08.936000,2021-01-12 20:12:52.441000,265
2021-01-12 20:19:29.403000,2021-01-12 20:22:47.572000,2021-01-12 20:23:13.498000,123
2021-01-12 20:25:33.757000,2021-01-12 20:26:20.026000,2021-01-12 20:32:53.984000,314
2021-01-13 16:14:55.794000,2021-01-13 16:15:36.874000,2021-01-13 16:25:43.093000,476
2021-01-13 17:23:10.059000,2021-01-13 17:23:53.427000,2021-01-13 17:38:47.260000,904
2021-01-13 20:07:08.226000,2021-01-13 20:07:23.074000,2021-01-13 20:13:22.441000,210
2021-01-13 21:52:48.329000,2021-01-13 21:53:12.797000,2021-01-13 22:00:38.562000,197
2021-01-13 22:35:35.356000,2021-01-13 22:39:57.071000,2021-01-13 22:45:02.560000,211
2021-01-14 16:31:14.135000,2021-01-14 16:42:22.290000,2021-01-14 16:50:52.949000,341
2021-01-14 16:39:51.037000,2021-01-14 17:06:13.811000,2021-01-14 17:16:31.209000,555
2021-01-14 17:52:54.896000,2021-01-14 17:54:14.265000,2021-01-14 18:04:45.657000,461
2021-01-14 18:41:57.656000,2021-01-14 19:01:59.733000,2021-01-14 19:17:28.502000,412
2021-01-14 19:25:25.856000,2021-01-14 19:58:45.417000,2021-01-14 20:01:18.436000,396
2021-01-14 19:52:16.619000,2021-01-14 20:01:04.052000,2021-01-14 20:13:44.065000,791
2021-01-15 17:01:38.460000,2021-01-15 17:09:35.458000,2021-01-15 17:20:36.780000,560
2021-01-15 17:09:50.916000,2021-01-15 17:30:42.521000,2021-01-15 17:45:46.579000,797
2021-01-15 17:09:56.809000,2021-01-15 17:28:13.942000,2021-01-15 17:45:16.312000,400
2021-01-15 17:49:42.073000,2021-01-15 17:59:28.937000,2021-01-15 18:07:01.149000,301
2021-01-15 17:54:11.092000,2021-01-15 18:11:18.719000,2021-01-15 18:20:29.348000,383
2021-01-15 21:15:17.147000,2021-01-15 22:44:26.729000,2021-01-15 22:44:37.369000,514
2021-01-15 21:19:20.852000,2021-01-15 22:43:30.392000,2021-01-15 22:44:11.163000,863
2021-01-16 17:38:24.382000,2021-01-16 17:47:27.090000,2021-01-16 17:54:11.758000,240
2021-01-16 18:14:16.561000,2021-01-16 18:29:18.815000,2021-01-16 18:38:37.429000,489
2021-01-16 21:31:10.218000,2021-01-16 21:32:50.441000,2021-01-16 21:40:11.780000,340
2021-01-16 21:59:26.299000,2021-01-16 22:03:53.427000,2021-01-16 22:14:09.991000,354
2021-01-19 16:20:39.448000,2021-01-19 16:21:48.001000,2021-01-19 16:38:59.503000,264
2021-01-19 17:32:22.982000,2021-01-19 17:33:14.990000,2021-01-19 17:44:32.688000,528
2021-01-19 17:57:19.356000,2021-01-19 17:58:57.348000,2021-01-19 18:05:44.758000,241
2021-01-19 18:10:30.021000,2021-01-19 18:12:08.024000,2021-01-19 18:26:42.996000,285
2021-01-19 18:19:17.629000,2021-01-19 18:26:34.290000,2021-01-19 18:35:09.941000,352
2021-01-19 18:55:51.823000,2021-01-19 19:03:26.809000,2021-01-19 19:09:41.927000,196
