requested_at,confirmed_at,finished_at,predicted_duration
2019-11-05 22:17:15.845000,2019-11-05 22:18:24.487000,2019-11-05 22:28:10.073000,552
2019-11-07 16:56:13.564000,2019-11-07 17:00:34.492000,2019-11-07 17:23:47.866000,954
2019-11-07 17:23:50.210000,2019-11-07 17:45:38.396000,2019-11-07 18:02:45.858000,700
2019-11-07 17:36:46.380000,2019-11-07 17:46:44.751000,2019-11-07 17:57:11.075000,356
2019-11-08 15:51:18.576000,2019-11-08 16:44:22.179000,2019-11-08 17:17:46.451000,388
2019-11-07 17:43:19.822000,2019-11-07 17:47:52.165000,2019-11-07 18:14:54.718000,1075
2019-11-07 19:58:27.131000,2019-11-07 20:11:07.359000,2019-11-07 20:27:22.312000,547
2019-11-08 15:50:36.213000,2019-11-08 15:50:47.195000,2019-11-08 16:05:21.446000,430
2019-11-09 17:01:36.938000,2019-11-09 17:13:31.886000,2019-11-09 17:22:36.297000,357
2019-11-09 17:04:08.182000,2019-11-09 17:12:19.734000,2019-11-09 17:28:20.120000,539
2019-11-09 18:44:15.387000,2019-11-09 19:06:02.051000,2019-11-09 19:15:48.530000,192
2019-11-09 18:56:12.578000,2019-11-09 19:06:28.779000,2019-11-09 19:19:53.508000,338
2019-11-09 21:49:30.139000,2019-11-09 21:52:39.912000,2019-11-09 22:14:37.934000,716
2019-11-11 15:04:20.344000,2019-11-11 15:10:26.455000,2019-11-11 15:19:06.652000,276
2019-11-09 20:12:39.283000,2019-11-09 20:24:24.546000,2019-11-09 20:39:21.153000,716
2019-11-09 22:37:31.142000,2019-11-09 22:41:28.921000,2019-11-09 22:54:54.176000,392
2019-11-11 16:09:04.235000,2019-11-11 16:11:49.255000,2019-11-11 16:22:03.650000,502
2019-11-11 17:57:39.366000,2019-11-11 18:00:02.962000,2019-11-11 18:10:03.264000,439
2019-11-11 18:24:16.959000,2019-11-11 18:24:36.765000,2019-11-11 18:32:41.699000,360
2019-11-11 18:53:28.299000,2019-11-11 18:54:32.516000,2019-11-11 19:03:42.350000,340
2019-11-11 18:55:56.717000,2019-11-11 19:07:50.368000,2019-11-11 19:17:49.607000,253
2019-11-11 20:41:09.892000,2019-11-11 20:41:18.986000,2019-11-11 20:57:22.698000,742
2019-11-11 21:26:05.212000,2019-11-11 21:53:00.893000,2019-11-11 22:04:17.781000,479
2019-11-11 21:31:26.674000,2019-11-11 22:08:51.094000,2019-11-11 22:24:07.589000,464
2019-11-11 22:35:51.866000,2019-11-11 22:50:28.635000,2019-11-11 23:02:02.051000,306
2019-11-11 23:07:44.904000,2019-11-11 23:17:38.751000,2019-11-11 23:20:28.405000,95
2019-11-11 20:54:58.851000,2019-11-11 21:07:38.587000,2019-11-11 21:19:58.831000,716
2019-11-14 17:45:48.023000,2019-11-14 17:54:46.068000,2019-11-14 18:14:43.614000,753
2019-11-14 17:50:01.159000,2019-11-14 17:54:50.037000,2019-11-14 17:59:26.090000,107
2019-11-14 19:23:19.276000,2019-11-14 19:24:13.381000,2019-11-14 19:34:00.224000,409
2019-11-15 15:09:37.905000,2019-11-15 15:11:57.461000,2019-11-15 15:35:54.226000,606
2019-11-15 15:36:17.034000,2019-11-15 15:53:38.028000,2019-11-15 16:04:30.397000,436
2019-11-15 16:52:05.747000,2019-11-15 16:59:40.932000,2019-11-15 17:07:54.839000,336
2019-11-15 15:42:29.230000,2019-11-15 15:53:47.117000,2019-11-15 16:04:25.019000,337
2019-11-15 15:49:29.452000,2019-11-15 15:54:43.426000,2019-11-15 16:15:10.193000,399
2019-11-15 16:31:43.149000,2019-11-15 16:33:11.395000,2019-11-15 16:52:03.918000,416
2019-11-14 17:07:53.980000,2019-11-14 17:18:47.864000,2019-11-14 17:34:20.078000,789
2019-11-15 17:10:07.085000,2019-11-15 17:32:18.981000,2019-11-15 17:41:43.757000,358
2019-11-15 17:22:15.111000,2019-11-15 17:34:19.476000,2019-11-15 17:50:34.785000,760
2019-11-15 18:01:20.529000,2019-11-15 18:07:24.479000,2019-11-15 18:20:34.403000,686
2019-11-18 15:40:09.925000,2019-11-18 15:45:46.457000,2019-11-18 15:55:31.010000,540
2019-11-18 16:30:21.083000,2019-11-18 16:31:24.951000,2019-11-18 16:50:24.048000,771
2019-11-18 17:40:17.292000,2019-11-18 17:51:42.250000,2019-11-18 18:01:35.731000,394
2019-11-18 15:09:51.326000,2019-11-18 15:10:48.436000,2019-11-18 15:27:42.400000,1008
2019-11-18 17:02:03.137000,2019-11-18 17:08:02.803000,2019-11-18 17:26:13.001000,840
2019-11-18 17:40:34.964000,2019-11-18 17:51:46.452000,2019-11-18 18:09:51.300000,610
2019-11-18 21:50:09.361000,2019-11-18 21:53:09.031000,2019-11-18 22:07:02.829000,528
2019-11-18 20:37:55.525000,2019-11-18 20:46:12.825000,2019-11-18 20:55:27.070000,372
2019-11-18 22:15:48.171000,2019-11-18 22:20:20.400000,2019-11-18 22:36:06.865000,714
2019-11-19 15:36:22.011000,2019-11-19 15:36:34.556000,2019-11-19 15:59:14.146000,608
2019-11-19 15:37:08.820000,2019-11-19 15:37:33.222000,2019-11-19 16:08:40.044000,684
2019-11-18 22:58:26.706000,2019-11-18 23:01:40.699000,2019-11-18 23:15:05.746000,155
2019-11-19 20:29:46.379000,2019-11-19 22:30:16.535000,2019-11-19 22:30:23.759000,340
2019-11-19 17:08:32.634000,2019-11-19 17:15:04.464000,2019-11-19 17:28:42.753000,713
2019-11-20 16:11:31.452000,2019-11-20 16:37:00.578000,2019-11-20 16:47:10.796000,282
2019-11-20 16:27:18.443000,2019-11-20 16:37:09.423000,2019-11-20 17:01:08.153000,526
2019-11-20 18:43:34.491000,2019-11-20 18:43:53.617000,2019-11-20 18:59:21.545000,306
2019-11-20 19:21:44.201000,2019-11-20 19:34:27.207000,2019-11-20 19:42:37.694000,498
2019-11-20 22:48:35.779000,2019-11-20 22:49:47.806000,2019-11-20 22:57:54.858000,358
2019-11-20 18:57:40.925000,2019-11-20 19:16:45.961000,2019-11-20 19:25:12.477000,288
2019-11-20 23:17:55.159000,2019-11-20 23:18:30.069000,2019-11-20 23:46:32.214000,794
2019-11-21 15:54:12.436000,2019-11-21 15:56:06.208000,2019-11-21 16:04:26.117000,279
2019-11-21 18:22:02.686000,2019-11-21 18:46:02.408000,2019-11-21 18:58:06.946000,710
2019-11-21 15:19:52.415000,2019-11-21 15:21:46.128000,2019-11-21 15:32:46.767000,366
2019-11-21 15:20:24.649000,2019-11-21 15:21:53.682000,2019-11-21 15:34:26.731000,351
2019-11-21 16:09:04.545000,2019-11-21 16:13:23.437000,2019-11-21 16:25:54.986000,405
2019-11-21 16:35:56.937000,2019-11-21 16:41:25.123000,2019-11-21 17:06:08.634000,937
2019-11-21 19:58:43.364000,2019-11-21 20:07:50.909000,2019-11-21 20:14:39.268000,161
2019-11-21 22:37:32.892000,2019-11-21 22:47:47.608000,2019-11-21 23:06:01.016000,339
2019-11-22 16:30:25.098000,2019-11-22 16:33:55.009000,2019-11-22 16:39:44.567000,294
2019-11-22 18:32:37.178000,2019-11-22 18:33:46.319000,2019-11-22 18:40:28.464000,215
2019-11-22 19:12:05.988000,2019-11-22 19:16:43.572000,2019-11-22 19:33:59.984000,681
2019-11-22 17:11:26.966000,2019-11-22 17:19:29.285000,2019-11-22 17:26:57.815000,391
2019-11-22 17:36:16.609000,2019-11-22 17:46:42.738000,2019-11-22 17:54:35.168000,271
2019-11-25 15:13:37.764000,2019-11-25 15:14:09.900000,2019-11-25 15:24:14.166000,307
2019-11-25 15:50:34.970000,2019-11-25 15:51:27.419000,2019-11-25 16:03:18.207000,358
2019-11-25 16:11:23.729000,2019-11-25 16:13:39.212000,2019-11-25 16:33:31.348000,598
2019-11-25 16:54:17.371000,2019-11-25 16:56:44.938000,2019-11-25 17:04:13.784000,351
2019-11-25 18:00:46.065000,2019-11-25 18:10:38.935000,2019-11-25 18:25:06.503000,698
2019-11-25 15:12:09.039000,2019-11-25 15:14:02.285000,2019-11-25 15:20:13.297000,213
2019-11-25 15:29:47.184000,2019-11-25 15:31:20.403000,2019-11-25 15:39:31.937000,229
2019-11-25 17:53:11.876000,2019-11-25 17:55:19.927000,2019-11-25 18:01:45.149000,327
2019-11-25 17:56:56.427000,2019-11-25 18:10:34.419000,2019-11-25 18:35:47.030000,770
2019-11-25 22:40:09.710000,2019-11-25 22:42:20.875000,2019-11-25 22:49:36.858000,198
2019-11-26 15:43:54.467000,2019-11-26 15:59:22.765000,2019-11-26 16:04:25.499000,129
2019-11-25 20:50:45.412000,2019-11-25 20:53:18.925000,2019-11-25 21:05:40.082000,596
2019-11-25 20:52:03.050000,2019-11-25 20:54:49.122000,2019-11-25 21:22:48.355000,731
2019-11-25 22:00:20.891000,2019-11-25 22:06:15.911000,2019-11-25 22:12:59.135000,180
2019-11-25 22:50:41.072000,2019-11-25 22:55:32.334000,2019-11-25 23:07:56.896000,383
2019-11-26 16:51:43.642000,2019-11-26 16:52:15.636000,2019-11-26 16:58:04.730000,207
2019-11-26 17:06:36.697000,2019-11-26 17:10:38.662000,2019-11-26 17:23:02.499000,419
2019-11-26 17:29:55.780000,2019-11-26 17:35:48.983000,2019-11-26 17:52:35.662000,758
2019-11-26 22:28:16.274000,2019-11-26 22:28:34.956000,2019-11-26 22:43:47.911000,496
2019-11-26 18:24:33.664000,2019-11-26 18:25:42.188000,2019-11-26 18:35:33.151000,419
2019-11-26 20:20:30.980000,2019-11-26 20:45:25.229000,2019-11-26 21:08:20.166000,384
2019-11-26 21:07:41.235000,2019-11-26 21:14:20.147000,2019-11-26 21:20:36.388000,233
2019-11-27 17:14:53.150000,2019-11-27 17:42:26.730000,2019-11-27 18:08:59.214000,1065
2019-11-27 15:50:38.151000,2019-11-27 15:52:15.249000,2019-11-27 16:00:05.813000,411
2019-11-27 15:55:30.754000,2019-11-27 16:06:55.253000,2019-11-27 16:16:56.329000,378
2019-11-27 20:30:24.506000,2019-11-27 20:38:51.223000,2019-11-27 20:57:00.087000,627
2019-11-27 20:56:15.352000,2019-11-27 21:07:54.693000,2019-11-27 21:38:22.390000,657
2019-11-27 21:10:51.370000,2019-11-27 21:12:24.468000,2019-11-27 21:18:19.757000,268
2019-11-29 15:14:05.366000,2019-11-29 15:14:31.265000,2019-11-29 15:27:18.787000,645
2019-11-29 16:35:50.041000,2019-11-29 16:36:13.270000,2019-11-29 16:47:11.798000,471
2019-11-29 17:09:54.866000,2019-11-29 17:11:43.915000,2019-11-29 17:18:00.882000,355
2019-11-29 17:43:13.463000,2019-11-29 17:46:11.237000,2019-11-29 18:02:46.706000,1028
2019-11-29 18:25:18.060000,2019-11-29 18:27:19.465000,2019-11-29 18:36:17.013000,546
2019-11-29 17:06:50.137000,2019-11-29 17:11:38.618000,2019-11-29 17:20:39.856000,527
2019-11-29 18:27:43.658000,2019-11-29 18:29:00.649000,2019-11-29 18:47:45.433000,948
2019-11-29 19:46:54.002000,2019-11-29 20:16:45.550000,2019-11-29 20:24:46.714000,403
2019-11-29 19:58:44.140000,2019-11-29 20:16:39.863000,2019-11-29 20:28:37.320000,419
2019-11-29 22:22:26.937000,2019-11-29 22:24:45.902000,2019-11-29 22:35:52.414000,588
2019-12-03 15:08:52.821000,2019-12-03 15:14:23.326000,2019-12-03 15:31:35.581000,391
2019-12-03 15:40:31.570000,2019-12-03 15:46:34.402000,2019-12-03 16:31:52.203000,741
2019-12-03 15:17:37.088000,2019-12-03 15:21:27.242000,2019-12-03 15:21:49.938000,630
2019-12-03 16:38:15.823000,2019-12-03 16:43:21.165000,2019-12-03 16:59:51.496000,654
2019-12-03 17:16:20.842000,2019-12-03 17:17:23.706000,2019-12-03 17:31:11.833000,716
2019-12-03 17:36:20.565000,2019-12-03 17:44:38.318000,2019-12-03 17:53:33.560000,324
2019-12-03 18:13:47.686000,2019-12-03 18:27:43.373000,2019-12-03 18:41:51.606000,382
2019-12-03 20:39:07.156000,2019-12-03 21:03:48.831000,2019-12-03 21:06:09.287000,227
2019-12-03 21:31:44.137000,2019-12-03 21:34:01.407000,2019-12-03 21:44:35.298000,419
2019-12-03 18:25:39.022000,2019-12-03 18:27:48.818000,2019-12-03 18:48:55.156000,842
2019-12-03 20:56:56.050000,2019-12-03 21:03:52.948000,2019-12-03 21:19:18.933000,352
2019-12-04 16:14:07.382000,2019-12-04 16:24:08.575000,2019-12-04 16:34:28.230000,359
2019-12-04 16:31:44.657000,2019-12-04 16:52:57.108000,2019-12-04 17:02:56.242000,460
2019-12-04 17:57:07.123000,2019-12-04 17:58:11.855000,2019-12-04 18:18:35.293000,892
2019-12-04 20:22:40.877000,2019-12-04 20:25:08.303000,2019-12-04 20:38:16.048000,572
2019-12-04 20:52:39.148000,2019-12-04 20:54:10.178000,2019-12-04 21:01:59.888000,267
2019-12-04 20:54:44.715000,2019-12-04 21:12:18.071000,2019-12-04 21:23:25.868000,464
2019-12-03 23:26:25.793000,2019-12-03 23:27:05.065000,2019-12-03 23:43:13.438000,557
2019-12-04 17:13:24.539000,2019-12-04 17:20:37.447000,2019-12-04 17:32:36.089000,142
2019-12-04 18:52:22.873000,2019-12-04 18:53:20.941000,2019-12-04 19:01:02.110000,282
2019-12-04 15:29:28.912000,2019-12-04 15:37:18.182000,2019-12-04 15:46:17.010000,215
2019-12-05 16:46:52.797000,2019-12-05 16:47:05.085000,2019-12-05 16:55:25.227000,343
2019-12-05 17:24:43.597000,2019-12-05 17:24:52.761000,2019-12-05 17:39:33.504000,544
2019-12-05 17:40:19.800000,2019-12-05 18:03:06.983000,2019-12-05 18:12:35.808000,389
2019-12-05 18:04:05.909000,2019-12-05 18:04:59.857000,2019-12-05 18:22:14.737000,465
2019-12-05 18:46:43.657000,2019-12-05 18:51:07.438000,2019-12-05 19:01:06.449000,444
2019-12-05 15:17:37.279000,2019-12-05 15:23:39.881000,2019-12-05 15:54:08.889000,969
2019-12-05 15:19:30.288000,2019-12-05 15:23:44.247000,2019-12-05 15:39:18.119000,521
2019-12-05 21:30:16.135000,2019-12-05 21:49:03.560000,2019-12-05 22:04:10.343000,366
2019-12-06 15:41:44.906000,2019-12-06 16:07:51.645000,2019-12-06 16:07:58.120000,1024
2019-12-06 16:29:54.707000,2019-12-06 16:31:59.899000,2019-12-06 16:42:38.498000,498
2019-12-06 16:47:50.597000,2019-12-06 16:58:02.014000,2019-12-06 17:10:08.242000,635
2019-12-06 20:42:07.942000,2019-12-06 20:45:46.298000,2019-12-06 20:55:25.099000,337
2019-12-06 15:22:22.917000,2019-12-06 15:27:38.322000,2019-12-06 15:33:32.853000,256
2019-12-06 17:22:15.442000,2019-12-06 17:28:05.224000,2019-12-06 17:43:34.104000,370
2019-12-06 17:32:13.385000,2019-12-06 17:33:33.510000,2019-12-06 17:48:22.977000,712
2019-12-06 20:52:44.770000,2019-12-06 21:06:00.847000,2019-12-06 21:07:49.038000,242
2019-12-05 19:59:28.536000,2019-12-05 20:12:40.378000,2019-12-05 20:27:25.815000,390
2019-12-06 22:18:44.641000,2019-12-06 22:24:01.301000,2019-12-06 22:33:30.461000,435
2019-12-07 15:55:12.930000,2019-12-07 15:56:54.198000,2019-12-07 16:09:30.689000,754
2019-12-07 17:57:08.905000,2019-12-07 17:58:15.322000,2019-12-07 18:07:32.062000,306
2019-12-07 18:59:24.042000,2019-12-07 19:05:15.628000,2019-12-07 19:18:34.650000,686
2019-12-07 15:32:40.632000,2019-12-07 15:32:55.157000,2019-12-07 15:40:09.585000,275
2019-12-07 16:18:59.198000,2019-12-07 16:20:25.524000,2019-12-07 16:34:14.839000,832
2019-12-07 19:05:51.884000,2019-12-07 19:06:43.240000,2019-12-07 19:07:22.779000,287
2019-12-07 20:34:12.274000,2019-12-07 20:39:43.851000,2019-12-07 20:57:24.430000,650
2019-12-07 20:37:16.347000,2019-12-07 20:40:47.049000,2019-12-07 20:46:07.881000,233
2019-12-07 20:38:24.043000,2019-12-07 21:09:04.733000,2019-12-07 21:15:21.536000,256
2019-12-07 21:06:06.169000,2019-12-07 21:35:29.315000,2019-12-07 21:50:22.215000,826
2019-12-09 15:25:49.649000,2019-12-09 15:29:39.931000,2019-12-09 15:43:09.710000,693
2019-12-09 17:00:23.676000,2019-12-09 17:01:32.976000,2019-12-09 17:19:19.349000,582
2019-12-09 18:05:34.499000,2019-12-09 18:09:39.853000,2019-12-09 18:20:06.748000,337
2019-12-09 18:56:31.099000,2019-12-09 19:01:07.004000,2019-12-09 19:15:49.511000,510
2019-12-07 21:40:55.353000,2019-12-07 22:04:54.704000,2019-12-07 22:15:11.375000,552
2019-12-09 16:03:58.713000,2019-12-09 16:06:59.435000,2019-12-09 16:18:55.222000,499
2019-12-09 18:04:13.758000,2019-12-09 18:09:33.820000,2019-12-09 18:27:27.829000,684
2019-12-10 18:56:02.644000,2019-12-10 18:58:37.107000,2019-12-10 19:03:52.976000,110
2019-12-10 19:06:47.235000,2019-12-10 19:23:51.378000,2019-12-10 19:34:46.744000,439
2019-12-09 21:09:01.141000,2019-12-09 21:31:08.835000,2019-12-09 21:39:08.984000,269
2019-12-10 15:25:41.616000,2019-12-10 15:30:44.045000,2019-12-10 15:40:53.927000,333
2019-12-10 17:20:51.696000,2019-12-10 17:21:40.875000,2019-12-10 17:29:56.149000,364
2019-12-10 18:28:23.555000,2019-12-10 18:28:36.179000,2019-12-10 18:40:50.243000,584
2019-12-10 18:55:30.279000,2019-12-10 18:58:29.756000,2019-12-10 19:13:29.827000,704
2019-12-11 16:38:20.031000,2019-12-11 16:41:29.433000,2019-12-11 16:55:50.389000,757
2019-12-11 18:05:19.474000,2019-12-11 18:17:48.069000,2019-12-11 18:37:40.299000,927
2019-12-11 15:10:46.262000,2019-12-11 15:18:08.802000,2019-12-11 15:29:15.787000,264
2019-12-11 15:25:27.254000,2019-12-11 15:33:01.548000,2019-12-11 15:44:57.717000,331
2019-12-11 17:35:50.262000,2019-12-11 17:46:20.233000,2019-12-11 18:00:19.179000,703
2019-12-11 18:18:49.538000,2019-12-11 18:20:05.310000,2019-12-11 18:37:36.232000,920
2019-12-11 21:20:36.770000,2019-12-11 21:28:57.091000,2019-12-11 21:49:09.470000,510
2019-12-11 20:58:00.585000,2019-12-11 20:59:05.470000,2019-12-11 21:16:50.020000,608
2019-12-12 15:15:58.958000,2019-12-12 15:16:09.625000,2019-12-12 15:28:50.756000,439
2019-12-12 16:08:18.687000,2019-12-12 16:11:25.757000,2019-12-12 16:21:32.351000,430
2019-12-12 16:19:32.318000,2019-12-12 16:26:21.521000,2019-12-12 16:34:57.182000,285
2019-12-12 16:43:47.995000,2019-12-12 16:58:46.245000,2019-12-12 17:04:43.099000,282
2019-12-12 16:47:42.336000,2019-12-12 16:59:02.506000,2019-12-12 17:26:50.484000,968
2019-12-12 17:34:16.122000,2019-12-12 17:52:10.123000,2019-12-12 18:05:54.760000,872
2019-12-12 00:08:03.818000,2019-12-12 00:14:45.581000,2019-12-12 00:28:04.705000,548
2019-12-12 17:25:58.485000,2019-12-12 17:52:04.622000,2019-12-12 18:11:52.535000,757
2019-12-13 15:14:33.725000,2019-12-13 15:14:55.354000,2019-12-13 15:16:04.161000,325
2019-12-13 15:18:34.027000,2019-12-13 15:27:35.824000,2019-12-13 15:38:31.968000,415
2019-12-13 15:22:05.123000,2019-12-13 15:27:41.619000,2019-12-13 15:48:57.815000,786
2019-12-12 18:55:36.286000,2019-12-12 18:59:54.672000,2019-12-12 19:30:47.208000,715
2019-12-13 16:28:42.929000,2019-12-13 16:30:43.531000,2019-12-13 16:42:35.121000,767
2019-12-13 16:43:39.275000,2019-12-13 17:12:46.421000,2019-12-13 17:24:28.642000,670
2019-12-13 19:44:10.281000,2019-12-13 20:04:56.228000,2019-12-13 20:19:15.845000,573
2019-12-13 20:59:20.007000,2019-12-13 21:02:20.271000,2019-12-13 21:09:43.614000,305
2019-12-13 22:35:49.881000,2019-12-13 22:36:23.416000,2019-12-13 22:42:19.951000,240
2019-12-13 23:37:07.566000,2019-12-13 23:59:02.803000,2019-12-14 00:11:28.821000,406
2019-12-16 16:23:40.128000,2019-12-16 16:25:36.954000,2019-12-16 16:34:11.722000,342
2019-12-16 15:09:02.856000,2019-12-16 15:11:08.367000,2019-12-16 15:21:41.027000,277
2019-12-16 15:43:52.778000,2019-12-16 15:48:46.939000,2019-12-16 16:06:00.868000,595
2019-12-16 16:45:33.463000,2019-12-16 16:47:23.465000,2019-12-16 17:03:52.652000,626
2019-12-16 17:23:10.239000,2019-12-16 17:23:37.371000,2019-12-16 17:39:01.521000,476
2019-12-16 18:51:34.935000,2019-12-16 18:55:11.637000,2019-12-16 19:03:58.653000,404
2019-12-17 15:28:02.214000,2019-12-17 15:31:18.597000,2019-12-17 15:41:07.438000,459
2019-12-17 15:49:46.897000,2019-12-17 15:58:58.037000,2019-12-17 16:07:53.610000,504
2019-12-17 16:11:17.365000,2019-12-17 16:14:40.053000,2019-12-17 16:21:45.242000,180
2019-12-16 18:14:58.487000,2019-12-16 18:15:13.644000,2019-12-16 18:24:27.709000,343
2019-12-16 19:26:53.605000,2019-12-16 19:38:34.261000,2019-12-16 19:51:35.395000,825
2019-12-16 21:18:54.497000,2019-12-16 21:22:44.444000,2019-12-16 21:35:12.915000,548
2019-12-17 16:32:19.197000,2019-12-17 16:32:56.472000,2019-12-17 16:37:20.614000,213
2019-12-17 16:50:06.058000,2019-12-17 16:50:36.161000,2019-12-17 17:04:50.100000,669
2019-12-17 19:47:26.621000,2019-12-17 20:12:37.347000,2019-12-17 20:22:58.491000,391
2019-12-17 21:29:18.833000,2019-12-17 21:29:47.414000,2019-12-17 21:38:54.049000,246
2019-12-17 17:38:43.238000,2019-12-17 17:48:17.115000,2019-12-17 18:02:05.182000,439
2019-12-17 18:06:42.021000,2019-12-17 18:11:06.863000,2019-12-17 18:29:58.483000,372
2019-12-17 18:09:08.103000,2019-12-17 18:11:01.580000,2019-12-17 18:15:20.150000,107
2019-12-18 16:20:37.268000,2019-12-18 16:32:01.790000,2019-12-18 16:51:01.590000,760
2019-12-18 16:42:57.297000,2019-12-18 17:04:42.987000,2019-12-18 17:13:28.600000,303
2019-12-18 16:55:30.259000,2019-12-18 17:04:51.245000,2019-12-18 17:27:15.526000,815
2019-12-18 19:10:00.606000,2019-12-18 19:29:15.977000,2019-12-18 19:36:46.858000,384
2019-12-18 21:14:11.044000,2019-12-18 21:43:21.059000,2019-12-18 21:52:11.357000,169
2019-12-18 18:09:02.809000,2019-12-18 18:15:00.952000,2019-12-18 18:22:28.997000,280
2019-12-18 15:39:04.900000,2019-12-18 15:40:37.306000,2019-12-18 15:59:43.276000,776
2019-12-19 16:01:32.633000,2019-12-19 16:01:41.570000,2019-12-19 16:13:34.035000,463
2019-12-19 17:05:51.053000,2019-12-19 17:07:13.198000,2019-12-19 17:20:17.491000,816
2019-12-19 17:55:10.325000,2019-12-19 17:55:42.133000,2019-12-19 18:05:23.677000,315
2019-12-19 20:13:52.903000,2019-12-19 20:24:45.029000,2019-12-19 20:52:32.432000,755
2019-12-19 16:46:40.578000,2019-12-19 16:48:51.353000,2019-12-19 16:59:35.968000,310
2019-12-19 18:43:49.822000,2019-12-19 18:44:26.918000,2019-12-19 18:56:24.202000,304
2019-12-19 18:46:28.788000,2019-12-19 18:48:07.306000,2019-12-19 18:57:34.787000,354
2019-12-19 20:41:44.576000,2019-12-19 21:34:02.808000,2019-12-19 21:34:08.868000,464
2019-12-20 15:06:46.715000,2019-12-20 15:07:50.991000,2019-12-20 15:28:01.546000,721
2019-12-20 17:21:38.689000,2019-12-20 17:31:45.531000,2019-12-20 18:07:35.747000,762
2019-12-20 22:41:39.166000,2019-12-20 23:06:40.052000,2019-12-20 23:24:57.182000,740
2019-12-20 23:02:07.152000,2019-12-20 23:06:44.443000,2019-12-20 23:24:23.415000,326
2019-12-23 15:17:12.894000,2019-12-23 15:18:34.597000,2019-12-23 15:28:48.176000,585
2019-12-23 15:49:04.966000,2019-12-23 15:55:49.895000,2019-12-23 16:03:40.669000,263
2019-12-23 17:21:08.591000,2019-12-23 17:24:00.410000,2019-12-23 17:30:25.582000,285
2019-12-23 16:23:56.635000,2019-12-23 16:24:36.606000,2019-12-23 16:33:25.739000,336
2019-12-23 20:33:14.905000,2019-12-23 20:53:25.273000,2019-12-23 21:05:11.838000,488
2019-12-23 21:12:33.869000,2019-12-23 21:22:07.120000,2019-12-23 21:38:00.141000,306
2019-12-23 22:15:30.798000,2019-12-23 22:19:17.729000,2019-12-23 22:30:21.917000,391
2019-12-24 15:25:13.119000,2019-12-24 15:28:02.470000,2019-12-24 15:35:02.165000,271
2019-12-24 15:09:45.032000,2019-12-24 15:11:20.890000,2019-12-24 15:16:37.104000,75
2019-12-24 16:39:11.443000,2019-12-24 16:43:33.641000,2019-12-24 16:59:40.762000,1072
2019-12-26 15:06:55.042000,2019-12-26 15:10:54.960000,2019-12-26 15:24:19.414000,979
2019-12-26 15:59:05.619000,2019-12-26 16:08:16.418000,2019-12-26 16:18:39.121000,468
2019-12-26 15:43:09.673000,2019-12-26 15:48:33.947000,2019-12-26 15:59:44.064000,555
2019-12-26 17:37:21.153000,2019-12-26 17:37:33.225000,2019-12-26 17:52:52.552000,779
2019-12-26 23:08:10.986000,2019-12-26 23:09:40.665000,2019-12-26 23:26:05.146000,444
2019-12-26 19:59:18.566000,2019-12-26 20:13:53.577000,2019-12-26 20:28:08.365000,626
2019-12-27 15:11:38.196000,2019-12-27 15:12:02.929000,2019-12-27 15:27:32.983000,371
2019-12-27 16:40:33.060000,2019-12-27 16:40:42.529000,2019-12-27 16:54:39.763000,843
2019-12-27 17:38:30.569000,2019-12-27 17:38:45.325000,2019-12-27 17:49:02.566000,716
2019-12-27 17:48:15.310000,2019-12-27 17:59:18.609000,2019-12-27 18:07:27.959000,296
2019-12-27 19:12:35.021000,2019-12-27 19:30:47.012000,2019-12-27 19:52:04.836000,566
2019-12-27 20:53:17.273000,2019-12-27 21:09:53.495000,2019-12-27 21:20:31.269000,391
2019-12-27 22:40:37.604000,2019-12-27 22:50:31.213000,2019-12-27 23:06:55.444000,623
2019-12-27 19:20:36.168000,2019-12-27 19:30:56.927000,2019-12-27 19:48:31.084000,378
2019-12-28 00:28:56.798000,2019-12-28 00:42:08.616000,2019-12-28 00:52:45.203000,346
2019-12-31 16:16:09.049000,2019-12-31 16:16:26.317000,2019-12-31 16:29:27.335000,708
2019-12-31 18:37:14.175000,2019-12-31 18:37:35.309000,2019-12-31 19:03:22.896000,875
2020-01-02 15:15:25.404000,2020-01-02 15:18:36.276000,2020-01-02 15:22:14.148000,136
2020-01-02 15:22:41.782000,2020-01-02 15:27:31.144000,2020-01-02 15:35:03.971000,336
2020-01-02 16:42:10.683000,2020-01-02 16:42:31.386000,2020-01-02 16:54:54.038000,399
2020-01-02 17:59:48.581000,2020-01-02 18:00:59.213000,2020-01-02 18:12:36.285000,447
2020-01-02 18:30:05.931000,2020-01-02 18:33:00.878000,2020-01-02 18:51:24.344000,567
2020-01-02 21:18:37.291000,2020-01-02 21:18:59.611000,2020-01-02 21:31:13.947000,496
2020-01-02 22:11:18.905000,2020-01-02 22:11:34.182000,2020-01-02 22:18:59.317000,324
2020-01-02 15:34:38.381000,2020-01-02 15:40:30.796000,2020-01-02 15:54:07.972000,378
2020-01-02 17:22:28.879000,2020-01-02 17:22:55.272000,2020-01-02 17:41:20.545000,636
2020-01-03 16:12:30.040000,2020-01-03 16:36:45.242000,2020-01-03 16:47:41.077000,504
2020-01-03 17:22:00.141000,2020-01-03 17:33:58.254000,2020-01-03 17:53:03.048000,610
2020-01-03 15:33:26.552000,2020-01-03 15:33:39.283000,2020-01-03 15:44:48.322000,381
2020-01-03 15:55:47.926000,2020-01-03 15:57:50.461000,2020-01-03 16:02:50.718000,180
